IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,true,,,,,,,,,,,,,0.063,,,,,,0.063,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,,,,,,,,,,,,,0.063,,,,,,0.063,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,,,,,,,,,,,,,0.067,,,,,,0.067,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,,,,,,,,,,,,,0.068,,,,,,0.068,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,,,,,,,,,,,,,0.068,,,,,,0.068,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,true,,,,,,,,,,,,,0.069,,,,,,0.069,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,true,,,,,,,,,,,,,0.072,,,,,,0.072,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,true,,,,,,,,,,,,,0.072,,,,,,0.072,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,,,,,,,,,,,,,0.076,,,,,,0.076,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,,,,,,,,,,,,,0.076,,,,,,0.076,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,,,,,,,,,,,,,0.08,,,,,,0.08,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,,,,,,,,,,,,,0.081,,,,,,0.081,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,,,,,,,,,,,,,0.082,,,,,,0.082,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,,,,,,,,,,,,,0.083,,,,,,0.083,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,,,,,,,,,,,,,0.1,,,,,,0.1,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,true,,,,,,,,,,,,,0.11,,,,,,0.11,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,TGO,Togo,Year,2016,true,,,,,,,,,,,,,0.11,,,,,,0.11,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,,,,,,,,,,,,,0.13,,,,,,0.13,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,true,,,,,,,,,,,,,0.13,,,,,,0.13,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,,,,,,,,,,,,,0.13,,,,,,0.13,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,ISR,Israel,Year,2016,true,,,,,,,,,,,,,0.14,,,,,,0.14,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,true,,,,,,,,,,,,,0.14,,,,,,0.14,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,true,,,,,,,,,,,,,0.15,,,,,,0.15,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,true,,,,,,,,,,,,,0.15,,,,,,0.15,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,,,,,,,,,,,,,0.15,,,,,,0.15,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,,,,,,,,,,,,,0.21,,,,,,0.21,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,,,,,,,,,,,,,0.22,,,,,,0.22,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,,,,,,,,,,,,,0.25,,,,,,0.25,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,POL,Poland,Year,2016,true,,,,,,,,,,,,,0.26,,,,,,0.26,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,PAN,Panama,Year,2016,true,,,,,,,,,,,,,0.28,,,,,,0.28,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,true,,,,,,,,,,,,,0.29,,,,,,0.29,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,,,,,,,,,,,,,0.29,,,,,,0.29,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,true,,,,,,,,,,,,,0.31,,,,,,0.31,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2016,true,,,,,,,,,,,,,0.32,,,,,,0.32,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,,,,,,,,,,,,,0.33,,,,,,0.33,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,,,,,,,,,,,,,0.34,,,,,,0.34,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,USA,United States of America,Year,2016,true,,,,,,,,,,,,,0.35,,,,,,0.35,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,true,,,,,,,,,,,,,0.39,,,,,,0.39,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2016,true,,,,,,,,,,,,,0.39,,,,,,0.39,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,true,,,,,,,,,,,,,0.4,,,,,,0.4,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,,,,,,,,,,,,,0.42,,,,,,0.42,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,,,,,,,,,,,,,0.45,,,,,,0.45,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2016,true,,,,,,,,,,,,,0.45,,,,,,0.45,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,true,,,,,,,,,,,,,0.47,,,,,,0.47,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,,,,,,,,,,,,,0.48,,,,,,0.48,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,NOR,Norway,Year,2016,true,,,,,,,,,,,,,0.48,,,,,,0.48,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,,,,,,,,,,,,,0.51,,,,,,0.51,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,true,,,,,,,,,,,,,0.61,,,,,,0.61,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,true,,,,,,,,,,,,,0.62,,,,,,0.62,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,,,,,,,,,,,,,0.68,,,,,,0.68,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,LTU,Lithuania,Year,2016,true,,,,,,,,,,,,,0.68,,,,,,0.68,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,true,,,,,,,,,,,,,0.7,,,,,,0.7,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,true,,,,,,,,,,,,,0.76,,,,,,0.76,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,true,,,,,,,,,,,,,0.94,,,,,,0.94,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,,,,,,,,,,,,,0.94,,,,,,0.94,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,true,,,,,,,,,,,,,1.07,,,,,,1.07,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,,,,,,,,,,,,,1.09,,,,,,1.09,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,,,,,,,,,,,,,1.95,,,,,,1.95,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,MCO,Monaco,Year,2016,true,,,,,,,,,,,,,2.61,,,,,,2.61,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,HUN,Hungary,Year,2016,true,,,,,,,,,,,,,2.65,,,,,,2.65,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,true,,,,,,,,,,,,,4.54,,,,,,4.54,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2015,true,,,,,,,,,,,,,0.009,,,,,,0.009,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2015,true,,,,,,,,,,,,,0.07,,,,,,0.07,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2015,true,,,,,,,,,,,,,0.074,,,,,,0.074,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2015,true,,,,,,,,,,,,,0.14,,,,,,0.14,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,LVA,Latvia,Year,2015,true,,,,,,,,,,,,,0.15,,,,,,0.15,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2015,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T04:00:00.000Z
MH_18,"Mental health units in general hospitals (per 100,000)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2015,true,,,,,,,,,,,,,0.25,,,,,,0.25,,,EN,2019-04-25T04:00:00.000Z
