IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,,,,,,,,,,,,,0.079,,,,,,0.079,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,true,,,,,,,,,,,,,0.085,,,,,,0.085,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,true,,,,,,,,,,,,,0.094,,,,,,0.094,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,,,,,,,,,,,,,0.1,,,,,,0.1,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,,,,,,,,,,,,,0.1,,,,,,0.1,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,,,,,,,,,,,,,0.11,,,,,,0.11,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,,,,,,,,,,,,,0.11,,,,,,0.11,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,,,,,,,,,,,,,0.12,,,,,,0.12,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,true,,,,,,,,,,,,,0.13,,,,,,0.13,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,true,,,,,,,,,,,,,0.16,,,,,,0.16,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,true,,,,,,,,,,,,,0.28,,,,,,0.28,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,,,,,,,,,,,,,0.28,,,,,,0.28,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2016,true,,,,,,,,,,,,,0.28,,,,,,0.28,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,,,,,,,,,,,,,0.32,,,,,,0.32,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,true,,,,,,,,,,,,,0.44,,,,,,0.44,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,true,,,,,,,,,,,,,0.61,,,,,,0.61,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,,,,,,,,,,,,,0.72,,,,,,0.72,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,POL,Poland,Year,2016,true,,,,,,,,,,,,,0.72,,,,,,0.72,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,,,,,,,,,,,,,0.8,,,,,,0.8,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,NOR,Norway,Year,2016,true,,,,,,,,,,,,,0.88,,,,,,0.88,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,true,,,,,,,,,,,,,1.07,,,,,,1.07,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,,,,,,,,,,,,,1.32,,,,,,1.32,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,true,,,,,,,,,,,,,1.58,,,,,,1.58,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,,,,,,,,,,,,,17.18,,,,,,17.18,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,true,,,,,,,,,,,,,2.12,,,,,,2.12,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,true,,,,,,,,,,,,,3.01,,,,,,3.01,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,true,,,,,,,,,,,,,3.12,,,,,,3.12,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,,,,,,,,,,,,,3.76,,,,,,3.76,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,MCO,Monaco,Year,2016,true,,,,,,,,,,,,,5.22,,,,,,5.22,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,true,,,,,,,,,,,,,5.73,,,,,,5.73,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,true,,,,,,,,,,,,,5.94,,,,,,5.94,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2015,true,,,,,,,,,,,,,0.085,,,,,,0.085,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2015,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,true,,,,,,,,,,,,,0.2,,,,,,0.2,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2015,true,,,,,,,,,,,,,0.26,,,,,,0.26,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2015,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2015,true,,,,,,,,,,,,,1.06,,,,,,1.06,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,true,,,,,,,,,,,,,1.11,,,,,,1.11,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,ITA,Italy,Year,2015,true,,,,,,,,,,,,,1.41,,,,,,1.41,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,AUT,Austria,Year,2015,true,,,,,,,,,,,,,2.62,,,,,,2.62,,,EN,2019-04-25T04:00:00.000Z
MH_11,"Mental health day treatment facilities (per 100,000)",numeric,EUR,Europe,Country,LVA,Latvia,Year,2015,true,,,,,,,,,,,,,56.76,,,,,,56.76,,,EN,2019-04-25T04:00:00.000Z
