IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2017,true,,,,,,,,,,,,,0.69,,,,,,0.69,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2017,true,,,,,,,,,,,,,1.24,,,,,,1.24,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2017,true,,,,,,,,,,,,,1.33,,,,,,1.33,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2017,true,,,,,,,,,,,,,1.43,,,,,,1.43,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2017,true,,,,,,,,,,,,,1.43,,,,,,1.43,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2017,true,,,,,,,,,,,,,1.71,,,,,,1.71,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2017,true,,,,,,,,,,,,,3.65,,,,,,3.65,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2017,true,,,,,,,,,,,,,5.09,,,,,,5.09,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2017,true,,,,,,,,,,,,,61.39,,,,,,61.39,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,FIN,Finland,Year,2017,true,,,,,,,,,,,,,7.52,,,,,,7.52,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,,,,,,,,,,,,,0.006,,,,,,0.006,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,,,,,,,,,,,,,0.007,,,,,,0.007,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,,,,,,,,,,,,,0.008,,,,,,0.008,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2016,true,,,,,,,,,,,,,0.009,,,,,,0.009,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,,,,,,,,,,,,,0.009,,,,,,0.009,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,true,,,,,,,,,,,,,0.017,,,,,,0.017,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,,,,,,,,,,,,,0.02,,,,,,0.02,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,,,,,,,,,,,,,0.031,,,,,,0.031,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,,,,,,,,,,,,,0.04,,,,,,0.04,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,TGO,Togo,Year,2016,true,,,,,,,,,,,,,0.04,,,,,,0.04,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,,,,,,,,,,,,,0.048,,,,,,0.048,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,true,,,,,,,,,,,,,0.049,,,,,,0.049,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,true,,,,,,,,,,,,,0.052,,,,,,0.052,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,,,,,,,,,,,,,0.055,,,,,,0.055,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,,,,,,,,,,,,,0.056,,,,,,0.056,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,,,,,,,,,,,,,0.057,,,,,,0.057,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,,,,,,,,,,,,,0.063,,,,,,0.063,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,true,,,,,,,,,,,,,0.067,,,,,,0.067,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,true,,,,,,,,,,,,,0.068,,,,,,0.068,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,true,,,,,,,,,,,,,0.073,,,,,,0.073,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,,,,,,,,,,,,,0.082,,,,,,0.082,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,,,,,,,,,,,,,0.084,,,,,,0.084,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,,,,,,,,,,,,,0.11,,,,,,0.11,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,true,,,,,,,,,,,,,0.11,,,,,,0.11,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,true,,,,,,,,,,,,,0.12,,,,,,0.12,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,true,,,,,,,,,,,,,0.13,,,,,,0.13,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,,,,,,,,,,,,,0.13,,,,,,0.13,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,true,,,,,,,,,,,,,0.16,,,,,,0.16,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,,,,,,,,,,,,,0.16,,,,,,0.16,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,PER,Peru,Year,2016,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,true,,,,,,,,,,,,,0.18,,,,,,0.18,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2016,true,,,,,,,,,,,,,0.19,,,,,,0.19,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,true,,,,,,,,,,,,,0.2,,,,,,0.2,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,,,,,,,,,,,,,0.21,,,,,,0.21,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,true,,,,,,,,,,,,,0.22,,,,,,0.22,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,,,,,,,,,,,,,0.23,,,,,,0.23,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,true,,,,,,,,,,,,,0.24,,,,,,0.24,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,true,,,,,,,,,,,,,0.26,,,,,,0.26,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,,,,,,,,,,,,,0.29,,,,,,0.29,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,true,,,,,,,,,,,,,0.31,,,,,,0.31,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,true,,,,,,,,,,,,,0.32,,,,,,0.32,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,,,,,,,,,,,,,0.34,,,,,,0.34,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,,,,,,,,,,,,,0.37,,,,,,0.37,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,USA,United States of America,Year,2016,true,,,,,,,,,,,,,0.37,,,,,,0.37,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,true,,,,,,,,,,,,,0.4,,,,,,0.4,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,,,,,,,,,,,,,0.41,,,,,,0.41,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,,,,,,,,,,,,,0.51,,,,,,0.51,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,,,,,,,,,,,,,0.51,,,,,,0.51,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,,,,,,,,,,,,,0.51,,,,,,0.51,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,,,,,,,,,,,,,0.62,,,,,,0.62,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,,,,,,,,,,,,,0.68,,,,,,0.68,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,,,,,,,,,,,,,0.7,,,,,,0.7,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,,,,,,,,,,,,,0.73,,,,,,0.73,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,,,,,,,,,,,,,0.77,,,,,,0.77,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,,,,,,,,,,,,,0.84,,,,,,0.84,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2016,true,,,,,,,,,,,,,0.91,,,,,,0.91,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,,,,,,,,,,,,,0.94,,,,,,0.94,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,true,,,,,,,,,,,,,0.94,,,,,,0.94,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,,,,,,,,,,,,,1.13,,,,,,1.13,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,true,,,,,,,,,,,,,1.16,,,,,,1.16,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,,,,,,,,,,,,,1.3,,,,,,1.3,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,NOR,Norway,Year,2016,true,,,,,,,,,,,,,1.31,,,,,,1.31,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,,,,,,,,,,,,,1.35,,,,,,1.35,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,true,,,,,,,,,,,,,1.37,,,,,,1.37,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,true,,,,,,,,,,,,,1.42,,,,,,1.42,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2016,true,,,,,,,,,,,,,1.43,,,,,,1.43,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,true,,,,,,,,,,,,,1.49,,,,,,1.49,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,,,,,,,,,,,,,1.69,,,,,,1.69,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,,,,,,,,,,,,,1.71,,,,,,1.71,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,true,,,,,,,,,,,,,1.72,,,,,,1.72,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,,,,,,,,,,,,,1.75,,,,,,1.75,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,true,,,,,,,,,,,,,1.79,,,,,,1.79,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,true,,,,,,,,,,,,,10.3,,,,,,10.3,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,,,,,,,,,,,,,12.39,,,,,,12.39,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,,,,,,,,,,,,,14.82,,,,,,14.82,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,true,,,,,,,,,,,,,19.75,,,,,,19.75,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,true,,,,,,,,,,,,,2.13,,,,,,2.13,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,,,,,,,,,,,,,2.23,,,,,,2.23,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,,,,,,,,,,,,,2.26,,,,,,2.26,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,,,,,,,,,,,,,2.3,,,,,,2.3,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,,,,,,,,,,,,,2.38,,,,,,2.38,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,,,,,,,,,,,,,2.63,,,,,,2.63,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,true,,,,,,,,,,,,,2.65,,,,,,2.65,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,PAN,Panama,Year,2016,true,,,,,,,,,,,,,2.7,,,,,,2.7,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,true,,,,,,,,,,,,,2.93,,,,,,2.93,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,true,,,,,,,,,,,,,3.03,,,,,,3.03,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,,,,,,,,,,,,,3.09,,,,,,3.09,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,POL,Poland,Year,2016,true,,,,,,,,,,,,,3.21,,,,,,3.21,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,,,,,,,,,,,,,3.36,,,,,,3.36,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,,,,,,,,,,,,,3.56,,,,,,3.56,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,true,,,,,,,,,,,,,3.83,,,,,,3.83,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,LTU,Lithuania,Year,2016,true,,,,,,,,,,,,,3.92,,,,,,3.92,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,MCO,Monaco,Year,2016,true,,,,,,,,,,,,,5.22,,,,,,5.22,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,true,,,,,,,,,,,,,5.73,,,,,,5.73,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,true,,,,,,,,,,,,,5.83,,,,,,5.83,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,,,,,,,,,,,,,6.53,,,,,,6.53,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,,,,,,,,,,,,,7.22,,,,,,7.22,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,HUN,Hungary,Year,2016,true,,,,,,,,,,,,,8.27,,,,,,8.27,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2016,true,,,,,,,,,,,,,8.88,,,,,,8.88,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2015,true,,,,,,,,,,,,,0.067,,,,,,0.067,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,DEU,Germany,Year,2015,true,,,,,,,,,,,,,0.077,,,,,,0.077,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2015,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2015,true,,,,,,,,,,,,,0.72,,,,,,0.72,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2015,true,,,,,,,,,,,,,0.86,,,,,,0.86,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2015,true,,,,,,,,,,,,,0.89,,,,,,0.89,,,EN,2019-04-25T04:00:00.000Z
