outpatient facility,2016,Pakistan,31,79,7
outpatient facility,2016,Ghana,38,7,51
outpatient facility,2016,Brunei Darussalam,19,4,73
outpatient facility,2016,Vanuatu,9,63,47
outpatient facility,2016,Panama,20,56,30
outpatient facility,2016,Cuba,14,66,40
outpatient facility,2016,Iceland,46,49,25
outpatient facility,2016,Croatia,5,49,54
outpatient facility,2016,Poland,42,21,62
outpatient facility,2016,Fiji,27,23,17
outpatient facility,2016,Bhutan,20,28,21
outpatient facility,2016,Ireland,21,63,26
outpatient facility,2016,Lithuania,31,60,34
outpatient facility,2016,Monaco,5,47,28
outpatient facility,2016,Cook Islands,10,20,1
outpatient facility,2016,Slovenia,13,78,27
outpatient facility,2016,Timor-Leste,9,76,22
outpatient facility,2016,Japan,8,91,6
outpatient facility,2016,Hungary,45,41,33
outpatient facility,2016,Nauru,43,94,23
outpatient facility,2015,United Republic of Tanzania,3,15,50
outpatient facility,2015,Germany,20,33,50
outpatient facility,2015,Bahamas,0,45,41
outpatient facility,2015,Lebanon,22,47,20
outpatient facility,2015,Cyprus,47,90,51
outpatient facility,2015,Kiribati,8,84,49
outpatient facility,2015,Republic of Moldova,2,6,49
outpatient facility,2015,Bosnia and Herzegovina,37,14,16
outpatient facility,2015,Czechia,32,42,32
outpatient facility,2015,Spain,2,4,50
outpatient facility,2015,Russian Federation,13,43,56
outpatient facility,2015,Latvia,31,79,20
outpatient facility,2015,Luxembourg,8,45,55
outpatient facility,2015,Austria,18,32,13
outpatient facility,2015,Italy,35,78,38
outpatient facility,2015,Barbados,7,66,2
outpatient facility,2015,Jamaica,44,65,13
outpatient facility,2014,Honduras,47,8,58
outpatient facility,2013,Mauritania,1,36,0
mental health unit,2017,Nicaragua,15,37,1
mental health unit,2017,Central African Republic,6,45,44
mental health unit,2017,Ethiopia,2,20,17
mental health unit,2017,Iraq,42,27,17
mental health unit,2017,Mauritius,38,6,44
mental health unit,2017,Comoros,35,25,40
mental health unit,2017,Sri Lanka,2,28,20
mental health unit,2017,Iran (Islamic Republic of),30,22,20
mental health unit,2017,Botswana,48,1,32
mental health unit,2017,Maldives,8,38,13
mental health unit,2017,Eswatini,22,40,58
mental health unit,2017,Canada,17,27,47
mental health unit,2017,Serbia,22,23,69
mental health unit,2017,Cabo Verde,47,22,31
mental health unit,2017,The former Yugoslav Republic of Macedonia,12,12,22
mental health unit,2017,Finland,33,10,57
mental health unit,2017,Saint Kitts and Nevis,37,10,22
mental health unit,2016,Cambodia,34,48,19
mental health unit,2016,Guatemala,0,35,35
mental health unit,2016,Mali,35,32,14
mental health unit,2016,Mexico,23,12,67
mental health unit,2016,Chad,26,33,36
mental health unit,2016,Guinea,19,47,66
mental health unit,2016,South Sudan,39,10,43
mental health unit,2016,Bolivia (Plurinational State of),2,48,53
mental health unit,2016,Haiti,13,33,51
mental health unit,2016,Afghanistan,20,1,19
mental health unit,2016,Côte d’Ivoire,36,43,59
mental health unit,2016,Saudi Arabia,4,42,20
mental health unit,2016,Uzbekistan,15,13,62
mental health unit,2016,Syrian Arab Republic,14,11,15
mental health unit,2016,Viet Nam,11,7,38
mental health unit,2016,Azerbaijan,9,49,52
mental health unit,2016,Zimbabwe,27,44,23
mental health unit,2016,Yemen,33,33,19
mental health unit,2016,Senegal,14,26,13
mental health unit,2016,India,14,0,11
mental health unit,2016,Paraguay,46,39,8
mental health unit,2016,Kenya,44,49,65
mental health unit,2016,Uganda,48,29,31
mental health unit,2016,Jordan,29,0,1
mental health unit,2016,Niger,49,27,46
mental health unit,2016,Bangladesh,4,6,59
mental health unit,2016,Qatar,8,27,3
mental health unit,2016,Mozambique,43,21,18
mental health unit,2016,Congo,11,36,70
mental health unit,2016,Costa Rica,9,11,39
mental health unit,2016,Myanmar,32,0,67
mental health unit,2016,Madagascar,28,40,24
mental health unit,2016,Slovenia,0,38,40
mental health unit,2016,Ukraine,42,36,71
mental health unit,2016,United Arab Emirates,43,34,3
mental health unit,2016,Peru,2,39,10
mental health unit,2016,Zambia,9,0,15
mental health unit,2016,Belarus,3,34,3
mental health unit,2016,Nepal,15,39,39
mental health unit,2016,Liberia,35,27,59
mental health unit,2016,Albania,29,45,6
mental health unit,2016,Algeria,30,33,25
mental health unit,2016,Armenia,18,28,74
mental health unit,2016,Singapore,7,24,70
mental health unit,2016,South Africa,21,21,13
mental health unit,2016,Dominican Republic,48,4,71
mental health unit,2016,Georgia,39,42,15
mental health unit,2016,Morocco,38,30,1
mental health unit,2016,Timor-Leste,13,3,57
mental health unit,2016,Namibia,29,15,58
mental health unit,2016,Philippines,23,13,31
mental health unit,2016,Indonesia,44,38,43
mental health unit,2016,Brazil,42,47,52
mental health unit,2016,Togo,2,2,1
mental health unit,2016,Bhutan,15,9,4
mental health unit,2016,Guyana,46,32,52
mental health unit,2016,Tajikistan,6,6,64
mental health unit,2016,Israel,45,21,69
mental health unit,2016,Kyrgyzstan,7,40,33
mental health unit,2016,Cuba,13,35,46
mental health unit,2016,Malaysia,23,0,22
mental health unit,2016,Thailand,12,11,61
mental health unit,2016,Chile,31,9,44
mental health unit,2016,Ecuador,5,46,5
mental health unit,2016,Eritrea,2,30,2
mental health unit,2016,Colombia,46,41,2
mental health unit,2016,El Salvador,34,46,67
mental health unit,2016,Poland,40,29,30
mental health unit,2016,Panama,41,18,51
mental health unit,2016,Burkina Faso,4,23,53
mental health unit,2016,Portugal,26,18,67
mental health unit,2016,Bulgaria,0,15,17
mental health unit,2016,Montenegro,15,29,68
mental health unit,2016,Greece,45,23,19
mental health unit,2016,Fiji,41,0,66
mental health unit,2016,United States of America,4,34,66
mental health unit,2016,Republic of Korea,0,30,14
mental health unit,2016,Romania,1,25,68
mental health unit,2016,Rwanda,49,23,6
mental health unit,2016,Pakistan,15,23,22
mental health unit,2016,Japan,33,5,64
mental health unit,2016,Turkey,38,42,1
mental health unit,2016,Mongolia,8,28,0
mental health unit,2016,Brunei Darussalam,16,37,17
mental health unit,2016,Norway,48,12,19
mental health unit,2016,Sao Tome and Principe,18,45,20
mental health unit,2016,Croatia,48,47,17
mental health unit,2016,Samoa,40,7,72
mental health unit,2016,New Zealand,12,35,22
mental health unit,2016,Ireland,23,30,34
mental health unit,2016,Estonia,41,42,74
mental health unit,2016,Lithuania,47,35,10
mental health unit,2016,Uruguay,20,38,49
mental health unit,2016,Vanuatu,13,48,17
mental health unit,2016,Grenada,6,2,30
mental health unit,2016,Tonga,32,42,25
mental health unit,2016,Argentina,35,10,61
mental health unit,2016,Ghana,7,33,1
mental health unit,2016,Belize,22,18,29
mental health unit,2016,Monaco,44,5,9
mental health unit,2016,Hungary,23,42,31
mental health unit,2016,Iceland,37,1,18
mental health unit,2015,United Republic of Tanzania,28,41,9
mental health unit,2015,Jamaica,24,3,0
mental health unit,2015,Republic of Moldova,28,48,62
mental health unit,2015,Lebanon,16,7,22
mental health unit,2015,Latvia,31,15,4
mental health unit,2015,Cyprus,26,29,36
mental health unit,2015,Switzerland,43,29,47
mental health unit,2015,Bahamas,27,40,45
mental health unit,2015,Austria,33,29,16
mental health unit,2015,Czechia,11,28,58
mental health unit,2015,Barbados,24,37,48
mental health unit,2015,Germany,44,45,24
mental health unit,2015,Bosnia and Herzegovina,1,9,64
mental health unit,2015,Italy,19,35,51
mental health unit,2015,Australia,28,48,18
mental health unit,2015,Luxembourg,28,14,48
mental health unit,2015,Spain,37,24,34
mental health unit,2013,Mauritania,45,31,52
mental health unit,2013,Belgium,16,21,71
day treatment facility,2017,Iraq,42,0,66
day treatment facility,2017,Burundi,48,74,64
day treatment facility,2017,Botswana,16,6,47
day treatment facility,2017,Trinidad and Tobago,7,27,19
day treatment facility,2017,Sri Lanka,6,82,57
day treatment facility,2017,Iran (Islamic Republic of),34,87,31
day treatment facility,2017,Serbia,32,24,3
day treatment facility,2017,Bahrain,20,42,18
day treatment facility,2017,Saint Kitts and Nevis,28,2,15
day treatment facility,2017,Marshall Islands,4,77,3
day treatment facility,2017,Maldives,12,14,65
day treatment facility,2017,Saint Vincent and the Grenadines,40,57,62
day treatment facility,2017,Niue,47,73,71
day treatment facility,2016,Philippines,38,7,50
day treatment facility,2016,Madagascar,29,85,8
day treatment facility,2016,Zimbabwe,41,24,72
day treatment facility,2016,Thailand,5,20,6
day treatment facility,2016,Egypt,18,41,35
day treatment facility,2016,Paraguay,40,59,58
day treatment facility,2016,Peru,1,50,59
day treatment facility,2016,Ghana,38,93,62
day treatment facility,2016,Dominican Republic,15,85,23
day treatment facility,2016,Niger,43,30,16
day treatment facility,2016,Hungary,42,64,60
day treatment facility,2016,Mozambique,25,85,56
day treatment facility,2016,Côte d’Ivoire,29,13,71
day treatment facility,2016,India,43,24,22
day treatment facility,2016,Panama,39,97,52
day treatment facility,2016,Armenia,26,62,74
day treatment facility,2016,Kyrgyzstan,0,39,74
day treatment facility,2016,Uzbekistan,1,98,28
day treatment facility,2016,Mexico,3,73,42
day treatment facility,2016,Ireland,34,80,68
day treatment facility,2016,Azerbaijan,21,91,27
day treatment facility,2016,Georgia,46,72,66
day treatment facility,2016,Morocco,17,63,43
day treatment facility,2016,Fiji,24,92,41
day treatment facility,2016,Qatar,18,89,66
day treatment facility,2016,Costa Rica,46,7,27
day treatment facility,2016,Republic of Korea,49,89,14
day treatment facility,2016,Singapore,45,65,39
day treatment facility,2016,Belarus,49,48,3
day treatment facility,2016,Belize,33,59,47
day treatment facility,2016,Romania,35,98,60
day treatment facility,2016,Chile,46,89,23
day treatment facility,2016,Cuba,13,75,74
day treatment facility,2016,Portugal,23,50,14
day treatment facility,2016,Samoa,49,56,31
day treatment facility,2016,Uruguay,7,49,17
day treatment facility,2016,Brunei Darussalam,37,79,29
day treatment facility,2016,Poland,12,21,27
day treatment facility,2016,Croatia,23,34,2
day treatment facility,2016,Norway,2,53,23
day treatment facility,2016,Seychelles,23,7,34
day treatment facility,2016,Greece,37,67,67
day treatment facility,2016,Ukraine,14,86,0
day treatment facility,2016,Estonia,9,90,2
day treatment facility,2016,Slovenia,37,19,45
day treatment facility,2016,Ecuador,2,86,7
day treatment facility,2016,Malaysia,4,14,32
day treatment facility,2016,Japan,18,88,54
day treatment facility,2016,Monaco,20,40,0
day treatment facility,2016,Cook Islands,18,13,38
day treatment facility,2016,Bulgaria,28,65,48
day treatment facility,2015,Lebanon,11,20,59
day treatment facility,2015,Jamaica,43,20,22
day treatment facility,2015,Russian Federation,8,22,33
day treatment facility,2015,Bahamas,49,41,52
day treatment facility,2015,Cyprus,11,35,38
day treatment facility,2015,Luxembourg,24,85,1
day treatment facility,2015,Australia,40,62,28
day treatment facility,2015,Italy,29,46,15
day treatment facility,2015,Austria,31,80,37
day treatment facility,2015,Latvia,3,16,54
